Planet Name,Planet Host,Num Planets,Orbital Period Days,Equilibrium Temperature,Distance,Mass
HD 221287 b,HD 221287,1,456.1,,55.9231,982.05
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,,,2220.0,982.0
HD 73526 b,HD 73526,2,188.3,,97.2396,978.9164
HD 142245 b,HD 142245,1,1299.0,,97.2305,975.7381
HD 68402 b,HD 68402,1,1103.0,,78.4293,975.7381
HD 67087 b,HD 67087,2,352.2,,76.5217,973.0
HD 32518 b,HD 32518,1,157.54,,122.115,966.16
Kepler-88 d,KOI-142,3,1403.0,,376.863,965.147
Kepler-93 c,Kepler-93,2,1460.0,,95.9115,954.0
EPIC 246851721 b,EPIC 246851721,1,6.180235,1401.0,372.632,953.49
75 Cet b,75 Cet,1,691.9,,82.9613,953.49
PDS 70 b,PDS 70,2,,1204.0,113.064,953.49
HD 109286 b,HD 109286,1,520.1,259.0,55.4156,950.30694
HD 12484 b,HD 12484,1,58.83,,48.3367,947.1334
TIC 172900988 b,TIC 172900988 Aa,1,200.452,,250.956,942.0
CoRoT-6 b,CoRoT-6,1,8.886593,1017.0,645.294,940.74
HD 153950 b,HD 153950,1,499.39999,,48.4549,937.5985
HD 50499 c,HD 50499,2,8619.9,,46.2845,931.2419
CoRoT-30 b,CoRoT-30,1,9.06005,,1032.23,921.707
NGTS-9 b,NGTS-9,1,4.43527,1448.0,609.128,921.707
HD 165155 b,HD 165155,1,434.5,,63.3574,918.5287
KELT-9 b,KELT-9,1,1.4811235,4050.0,204.455,915.3504
HD 169830 b,HD 169830,2,225.62,,37.6048,915.31
WASP-73 b,WASP-73,1,4.08722,,316.678,908.9938
Kepler-434 b,Kepler-434,1,12.8747099,1000.0,1222.54,908.96
HD 113337 b,HD 113337,1,324.0,,36.18,899.42
Kepler-433 b,Kepler-433,1,5.33408384,1776.0,1878.31,896.24
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,,,6500.0,890.0
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,2,,,7100.0,890.0
xi Aql b,xi Aql,1,136.75,,56.1858,890.0
CoRoT-23 b,CoRoT-23,1,3.6313,1660.0,1060.97,889.9
WASP-158 b,WASP-158,1,3.656333,1590.0,524.993,886.7457
HD 118203 b,HD 118203,1,6.1335,,92.2589,886.7457
HD 1502 b,HD 1502,1,428.5,,190.953,874.0325
KELT-16 b,KELT-16,1,0.9689951,2453.0,444.586,874.0325
CoRoT-10 b,CoRoT-10,1,13.2406,600.0,338.386,874.0
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,,,6720.0,871.0
HATS-22 b,HATS-22,1,4.7228124,858.0,229.518,870.8542
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,,,4970.0,868.0
HD 171238 b,HD 171238,1,1532.0,,44.8113,864.4976
HD 75898 b,HD 75898,1,422.9,,78.0505,861.3193
HD 150706 b,HD 150706,1,5894.0,,28.2697,861.28
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,,,6900.0,860.0
HD 40956 b,HD 40956,1,578.6,,116.593,858.141
HD 81688 b,HD 81688,1,184.02,,85.7183,858.1
Kepler-23 c,Kepler-23,3,10.7421,,835.756,858.1
HD 173416 b,HD 173416,1,323.6,,132.184,858.1
HD 37605 b,HD 37605,2,55.01292,,46.7864,854.9627
WASP-141 b,WASP-141,1,3.310651,1540.0,516.543,854.9627
HIP 109600 b,HIP 109600,1,232.08,,66.3361,851.7844
WASP-61 b,WASP-61,1,3.8559,,488.66,851.7844
HD 152079 b,HD 152079,1,2918.92,,87.8888,845.74563
NY Vir b,NY Vir,2,3160.0,,544.024,845.4278
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,1,,,4880.0,836.0
WASP-32 b,WASP-32,1,2.71866,,275.994,835.8929
HD 171028 b,HD 171028,1,550.0,,111.659,832.7146
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,,,5800.0,830.0
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1982.0,,5690.0,830.0
HD 23079 b,HD 23079,1,730.59998,,33.4591,829.5363
TOI-942 b,TOI-942,2,4.32419,,152.601,826.358
HD 155233 b,HD 155233,1,818.8,,74.2309,826.358
HD 217107 c,HD 217107,2,4270.0,,20.0619,826.32
HD 154857 c,HD 154857,2,3452.0,,63.4482,819.97
HD 196885 A b,HD 196885 A,1,1333.0,,34.1692,819.97
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,1,,,3860.0,813.64072
HD 43691 b,HD 43691,1,36.9987,,85.6009,810.4665
WASP-8 b,WASP-8,2,8.15872,,89.9606,807.2882
HD 181342 b,HD 181342,1,564.1,,120.391,807.2882
HD 41004 A b,HD 41004 A,2,963.0,,36.69117,807.25
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,,,4230.0,807.0
47 UMa b,47 UMa,3,1078.0,,13.7967,804.08
TOI-150.01,TOI-150,1,5.857487,1404.0,336.267,797.7533
HD 60532 c,HD 60532,2,600.1,,25.9716,797.7533
HD 97048 b,HD 97048,1,,,183.857,794.575
TOI-942 c,TOI-942,2,10.15643,,152.601,794.575
PSR B1620-26 b,PSR B1620-26,1,,,,794.575
HD 133131 B b,HD 133131 B,3,5769.0,,51.2993,794.575
HD 25723 b,HD 25723,1,457.01,,114.816,794.57102
TYC 1422-614-1 b,TYC 1422-614-1,2,198.4,,672.41,794.5
Kepler-419 b,Kepler-419,2,69.7546,,1011.36,794.5
Qatar-2 b,Qatar-2,1,1.33711647,1344.0,181.374,792.635
WASP-161 b,WASP-161,1,5.4060425,1557.0,343.08,791.3967
HAT-P-22 b,HAT-P-22,1,3.21222,,81.7647,785.0401
HD 154857 b,HD 154857,2,408.60001,,63.4482,778.6835
Kepler-17 b,Kepler-17,1,1.4857108,1570.0,720.753,778.65
WASP-140 b,WASP-140,1,2.2359835,1320.0,117.598,775.5052
WASP-3 b,WASP-3,1,1.84683,,231.161,772.3269
HD 12661 b,HD 12661,2,262.70862,,37.8478,772.3269
WASP-99 b,WASP-99,1,5.75251,,158.66,772.3269
HD 290327 b,HD 290327,1,2443.0,,56.433,772.3269
Kepler-432 c,Kepler-432,2,406.2,,848.023,772.3269
CoRoT-17 b,CoRoT-17,1,3.7681,1626.0,1176.12,772.29
HD 108863 b,HD 108863,1,437.7,,164.742,767.24162
mu Leo b,mu Leo,1,357.8,,32.6081,762.8
Kepler-539 c,Kepler-539,2,1000.0,253.0,307.318,762.792
HIP 74890 b,HIP 74890,1,822.3,,78.6562,762.792
HD 29021 b,HD 29021,1,1362.3,,30.9939,762.792
HD 212771 b,HD 212771,1,380.7,,111.155,759.6137
NGTS-3 A b,NGTS-3 A,1,1.6753728,,743.972,756.4354
TOI-1333 b,TOI-1333,1,4.720219,1679.0,200.492,753.2571
HD 4732 c,HD 4732,2,2732.0,,54.7841,753.23
HD 4732 b,HD 4732,2,360.2,,54.7841,753.23
WASP-36 b,WASP-36,1,1.53736596,1733.0,386.346,750.39663
WASP-66 b,WASP-66,1,4.08605,,500.258,746.9005
HD 98736 b,HD 98736,1,968.8,,32.4459,740.5439
HD 82886 b,HD 82886,1,705.0,,127.061,740.5439
CoRoT-11 b,CoRoT-11,1,2.99433,1657.0,655.037,740.51
HAT-P-56 b,HAT-P-56,1,2.79083,,320.639,734.1873
POTS-1 b,POTS-1,1,3.1606296,,747.959,734.16
HD 47366 b,HD 47366,2,359.15,,84.3552,731.009
HD 147873 c,HD 147873,2,491.54,,109.055,731.009
WASP-72 b,WASP-72,1,2.21673,,434.754,731.009
WASP-192 b,WASP-192,1,2.8786765,1620.0,508.885,731.009
TOI-1518 b,TOI-1518,1,1.902603,2492.0,225.888,731.00534
NN Ser d,NN Ser,2,2883.5,,515.818,731.0
GJ 328 b,GJ 328,1,4100.0,,20.5266,731.0
HD 62509 b,HD 62509,1,589.64,,,731.0
WASP-77 A b,WASP-77 A,1,1.36003,,105.166,727.8307
HD 145934 b,HD 145934,1,2730.0,,227.881,724.62
GJ 876 b,GJ 876,4,61.1166,,4.67517,723.2235
HAT-P-31 b,HAT-P-31,1,5.00542,,344.05,721.4741
HR 810 b,HR 810,1,302.79999,,17.3181,721.4741
CoRoT-21 b,CoRoT-21,1,2.72474,,,718.2958
HATS-24 b,HATS-24,1,1.3484978,2166.0,494.182,718.2958
HD 73526 c,HD 73526,2,379.1,,97.2396,715.09
HATS-52 b,HATS-52,1,1.36665436,1834.0,555.134,711.9392
HD 4203 b,HD 4203,2,431.88,,81.3795,708.7609
HD 145457 b,HD 145457,1,176.3,,135.292,708.7609
HD 216437 b,HD 216437,1,1334.28,,26.6902,706.53609
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,1,,,5840.0,705.57906
HD 159868 b,HD 159868,2,1184.1,,55.8503,704.94694
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,1,,,7100.0,700.0
HD 163607 c,HD 163607,2,1272.0,,67.7855,699.54383
HD 13931 b,HD 13931,1,4218.0,,47.3963,699.226
HAT-P-49 b,HAT-P-49,1,2.69155,,350.351,699.226
Kepler-40 b,Kepler-40,1,6.87349,1620.0,2305.01,699.2
HD 180053 b,HD 180053,1,213.72,,137.043,697.31902
WASP-87 b,WASP-87,1,1.682795,,298.392,692.8694
NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,511.21,,821.918,692.8694
HATS-15 b,HATS-15,1,1.74748753,1505.0,1139.55,689.6911
HD 4203 c,HD 4203,2,6700.0,,81.3795,689.66
NGTS-10 b,NGTS-10,1,0.7668944,1332.0,,687.14846
HD 136418 b,HD 136418,1,464.29999,,105.168,680.1562
WASP-53 b,WASP-53,2,3.3098443,1053.0,201.338,677.61356
WASP-164 b,WASP-164,1,1.7771255,1610.0,327.506,676.9779
HD 147018 b,HD 147018,2,44.236,,40.4256,674.0
HD 222155 b,HD 222155,1,3999.0,,50.6078,673.7996
Kepler-5 b,Kepler-5,1,3.5484657,1750.0,899.777,670.93913
HD 89307 b,HD 89307,1,2166.0,,32.0104,670.6213
KIC 8121913 b,KIC 8121913,1,3.294601,,707.303,667.43965
HIP 79431 b,HIP 79431,1,111.7,,14.5324,667.415
HD 192699 b,HD 192699,1,340.94,,71.8627,666.17168
WASP-33 b,WASP-33,1,1.21987,2782.0,121.944,665.21819
Kepler-48 e,Kepler-48,4,982.0,,306.738,657.0
HD 206610 b,HD 206610,1,673.2,,147.192,647.10188
HD 8574 b,HD 8574,1,227.0,,44.8264,645.1949
HD 65216 c,HD 65216,2,5370.0,,35.1205,645.1949
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1,,,6000.0,640.0
Kepler-30 c,Kepler-30,3,60.323105,,914.221,640.0
HD 33844 b,HD 33844,2,551.40002,,105.779,638.8383
6 Lyn b,6 Lyn,1,934.3,,54.6599,638.8383
Kepler-76 b,Kepler-76,1,1.5449298,2140.0,822.96,638.8383
51 Eri b,51 Eri,1,,700.0,29.7575,635.66
PDS 70 c,PDS 70,2,,995.0,113.064,635.66
KIC 10068024 b,KIC 10068024,1,2.073549,,721.105,635.65681
HD 164604 b,HD 164604,1,641.472,,39.3633,635.0
HD 202696 b,HD 202696,2,517.8,,188.546,634.38868
HD 70642 b,HD 70642,1,2124.54,,29.276,633.43519
24 Sex b,24 Sex,2,452.8,,72.0691,632.46
HD 187123 c,HD 187123,2,3810.0,,45.9548,632.46
HD 190647 b,HD 190647,1,1176.45,,54.4738,630.89255
ups And c,ups And,3,241.258,,13.4054,629.595
HIP 107773 b,HIP 107773,1,144.3,,105.18,629.3034
HATS-18 b,HATS-18,1,0.83784,2069.0,624.368,629.14449
HD 68988 b,HD 68988,2,6.27711,,60.8447,626.1251
HD 98219 b,HD 98219,1,433.8,,113.704,624.21812
HD 12648 b,HD 12648,1,133.60001,,182.192,622.9468
HIP 90988 b,HIP 90988,1,453.9,,94.0349,622.94368
HD 82943 c,HD 82943,2,220.078,,27.5902,622.603
TIC 237913194 b,TIC 237913194,1,15.168865,974.0,306.063,617.22586
KELT-3 b,KELT-3,1,2.70339,,210.252,616.5902
HAT-P-15 b,HAT-P-15,1,10.8635,,192.516,616.5902
HIP 114933 b,HIP 114933,1,1481.6,,101.766,616.58711
KOI-3680 b,KOI-3680,1,141.241671,347.0,921.986,613.4119
HD 4313 b,HD 4313,1,356.21,,136.308,612.45841
HD 117207 b,HD 117207,1,2621.75,,32.3547,612.14058
WASP-46 b,WASP-46,1,1.43036763,1636.0,375.31,607.0553
TrES-3 b,TrES-3,1,1.30618581,,231.337,607.03
HD 159243 c,HD 159243,2,248.4,,73.3055,603.9
K2-77 b,K2-77,1,8.199796,,141.731,603.877
WASP-135 b,WASP-135,1,1.4013794,,298.214,603.877
2MASS J19383260+4603591 b,2MASS J19383260+4603591,1,416.0,,396.332,603.877
Pr0211 b,Pr0211,2,2.1461,,182.714,597.5204
HD 47366 c,HD 47366,2,682.85,,84.3552,597.5204
Qatar-7 b,Qatar-7,1,2.032046,2053.0,705.981,597.5204
HATS-42 b,HATS-42,1,2.292102,1856.0,800.377,597.5204
WASP-163 b,WASP-163,1,1.6096884,1638.0,261.386,594.3421
HD 152581 b,HD 152581,1,686.5,,165.76,594.02427
HD 202696 c,HD 202696,2,946.6,,188.546,592.43512
HATS-1 b,HATS-1,1,3.446459,1359.0,283.971,589.55
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,,,1760.0,588.0
7 CMa b,7 CMa,2,735.1,,19.8101,587.9855
gam Cep b,gam Cep,1,903.3,,14.1024,587.96
HAT-P-36 b,HAT-P-36,1,1.32734683,1781.0,294.419,587.41341
HAT-P-7 b,HAT-P-7,1,2.20474,,341.079,584.8072
Kepler-117 c,Kepler-117,2,50.790391,704.0,1455.57,584.78
HD 9446 c,HD 9446,2,192.9,,50.3503,578.426
HD 160691 c,HD 160691,4,4205.8,,15.5981,576.519
HD 12661 c,HD 12661,2,1708.0,,37.8478,575.884
kap CrB b,kap CrB,1,1285.0,,30.0651,575.59013
HD 210702 b,HD 210702,1,354.1,,54.1963,574.63664
HD 131496 b,HD 131496,1,896.0,,131.849,572.094
WASP-105 b,WASP-105,1,7.87288,900.0,169.272,572.094
alf Ari b,alf Ari,1,380.8,,20.21019,572.07
HD 74156 b,HD 74156,2,51.645,,57.603,572.07
WASP-37 b,WASP-37,1,3.577469,,392.791,572.07
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,2,,,7100.0,570.0
TrES-5 b,TrES-5,1,1.48224686,1480.0,360.313,568.9157
HIP 75092 b,HIP 75092,1,926.4,,81.6696,568.91285
HD 45350 b,HD 45350,1,963.6,,46.8733,568.89
16 Cyg B b,16 Cyg B,1,798.5,,21.1397,565.7374
HD 233832 b,HD 233832,1,2058.0,,58.742,565.7374
WASP-43 b,WASP-43,1,0.813475,,86.7467,565.714
K2-31 b,K2-31,1,1.25785,,110.527,563.83042
WASP-114 b,WASP-114,1,1.5487743,2043.0,523.337,562.24127
HD 128311 b,HD 128311,2,453.019,,16.3292,562.24127
HD 72490 b,HD 72490,1,858.0,,126.339,561.92344
GJ 317 b,GJ 317,2,695.66,,15.1968,557.1
HD 33844 c,HD 33844,2,916.0,,105.779,556.2025
KELT-2 A b,KELT-2 A,1,4.11379,,134.058,540.311
BD+48 740 b,BD+48 740,1,733.0,,666.589,540.311
ome Ser b,ome Ser,1,277.02,,76.7556,540.3
HD 167042 b,HD 167042,1,420.77,,49.6633,540.29
HD 177830 b,HD 177830,2,410.10001,,62.7674,537.1327
HD 180902 b,HD 180902,1,510.9,,104.577,535.54355
HD 5608 b,HD 5608,1,779.9,,58.1105,534.27223
HD 82943 b,HD 82943,2,441.47,,27.5902,534.25
HD 6718 b,HD 6718,1,2496.0,,51.3444,533.9544
HD 160691 b,HD 160691,4,643.25,,15.5981,532.68308
HD 142415 b,HD 142415,1,386.29999,,35.5318,530.7761
WASP-178 b,WASP-178,1,3.3448285,2470.0,427.678,527.5978
TAP 26 b,TAP 26,1,10.79,,121.402,527.5978
GJ 317 c,GJ 317,2,6739.323,,15.1968,522.5
47 UMa d,47 UMa,3,14002.0,,13.7967,521.22
HD 50499 b,HD 50499,2,2447.1,,46.2845,519.96988
WASP-106 b,WASP-106,1,9.28971,,352.181,514.8846
HD 4917 b,HD 4917,1,400.5,,204.277,513.29545
HD 134987 b,HD 134987,2,258.17999,,26.1804,511.7063
HD 221585 b,HD 221585,1,1173.0,,55.8535,511.7063
HD 100655 b,HD 100655,1,157.57001,,137.178,511.7063
WASP-170 b,WASP-170,1,2.34478022,1422.0,305.603,508.528
HD 42012 b,HD 42012,1,857.5,,36.7984,508.528
HD 129445 b,HD 129445,1,1840.0,,67.4386,508.507
Kepler-24 b,Kepler-24,4,8.1453,,1156.81,508.5
BD+49 828 b,BD+49 828,1,2590.0,,442.042,508.5
Kepler-24 c,Kepler-24,4,12.3335,,1156.81,508.5
HD 200964 b,HD 200964,2,606.3,,72.5922,508.21017
HAT-P-11 c,HAT-P-11,2,3407.0,,37.7647,507.0
HATS-40 b,HATS-40,1,3.2642736,2101.0,1342.29,505.3497
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,,,,505.0
WASP-5 b,WASP-5,1,1.6284279,1706.0,309.137,502.15
HD 29399 b,HD 29399,1,892.7,,44.1518,498.9906
HIP 109384 b,HIP 109384,1,499.48,,58.9582,495.8148
HD 222076 b,HD 222076,1,871.0,,91.1538,495.8148
HD 27442 b,HD 27442,1,428.1,,18.2704,495.8
HD 4113 b,HD 4113,1,526.62,,41.8727,495.79
HD 5319 b,HD 5319,2,637.1,,121.405,494.54348
WASP-65 b,WASP-65,1,2.3114243,1480.0,273.703,492.62
HD 30856 b,HD 30856,1,847.0,,131.199,491.68301
HD 28678 b,HD 28678,1,380.2,,189.908,490.09386
HD 190360 b,HD 190360,2,2915.03687,,16.0069,489.4582
HD 87883 b,HD 87883,1,2754.0,,18.2912,489.4582
HAT-P-59 b,HAT-P-59,1,4.1419771,1278.0,265.471,489.45575
TOI-481 b,TOI-481,1,10.33111,1370.0,179.366,486.2799
HD 158038 b,HD 158038,1,521.0,,94.8625,486.2799
psi 1 Dra B b,psi 1 Dra B,1,3117.0,,22.7188,486.2799
HD 23127 b,HD 23127,1,1211.17,,93.8555,485.32641
HD 48265 b,HD 48265,1,778.51,,90.5446,484.69075
HD 102329 c,HD 102329,2,1123.0,,217.107,483.1016
Kepler-1647 b,Kepler-1647,1,1107.5923,,1212.45,483.0
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,,,2300.0,480.0
HD 121504 b,HD 121504,1,63.33,,41.6592,479.9233
WASP-136 b,WASP-136,1,5.215357,1742.0,275.587,479.9233
Kepler-28 b,Kepler-28,2,5.9123,,438.359,479.9
omi CrB b,omi CrB,1,187.83,,84.7883,476.745
HD 331093 b,HD 331093,1,621.62,,50.1928,476.74261
HD 188015 b,HD 188015,1,461.2,,50.6706,476.72
HD 27631 b,HD 27631,1,2198.14,,50.2862,474.83802
TrES-2 b,TrES-2,1,2.47063,,215.32,473.5667
HD 132563 b,HD 132563,1,1544.0,,105.155,473.547
WASP-103 b,WASP-103,1,0.925542,2508.0,375.647,473.547
HD 20782 b,HD 20782,5,597.0643,,35.9864,472.83
HD 10442 b,HD 10442,1,1032.3,,135.374,472.61321
HAT-P-53 b,HAT-P-53,1,1.9616241,1778.0,666.802,471.65972
HD 86081 b,HD 86081,1,2.1378431,,103.936,470.3884
HATS-23 b,HATS-23,1,2.1605156,1654.0,639.004,467.2101
WASP-93 b,WASP-93,1,2.7325321,1942.0,370.284,467.2101
WASP-50 b,WASP-50,1,1.9551,1395.0,184.848,466.8287
WASP-12 b,WASP-12,1,1.09142,2593.0,427.246,465.62095
TOI-564 b,TOI-564,1,1.651144,1714.0,199.581,464.98529
HATS-67 b,HATS-67,1,1.6091788,2193.0,960.109,460.8535
KOI-1257 b,KOI-1257,1,86.647661,511.0,,460.83
HD 220773 b,HD 220773,1,3724.7,,50.5103,460.8
WASP-95 b,WASP-95,1,2.18467,,137.544,457.6752
XO-4 b,XO-4,1,4.12508,,272.655,451.3186
HD 108874 b,HD 108874,2,394.48123,,59.5175,451.3186
K2-260 b,K2-260,1,2.6266657,1957.0,663.834,451.3186
HD 133131 A b,HD 133131 A,3,649.0,,51.4736,451.3186
HIP 5158 b,HIP 5158,2,345.72,,51.6026,451.0
HAT-P-57 b,HAT-P-57,1,2.4653,,279.86,448.1403
HD 116029 b,HD 116029,2,670.0,,123.245,444.962
HD 208897 b,HD 208897,1,352.7,,67.4872,444.962
K2-22 b,K2-22,1,0.381078,2100.0,243.836,444.962
WASP-71 b,WASP-71,1,2.90367,,362.715,441.7837
KELT-7 b,KELT-7,1,2.73477,,136.681,441.7837
OGLE-TR-56 b,OGLE-TR-56,1,1.2119189,2212.0,,441.77
HD 33142 b,HD 33142,2,326.0,,121.375,440.19455
HIP 67851 b,HIP 67851,2,88.9,,64.1181,438.6054
HD 2952 b,HD 2952,1,311.60001,,110.103,435.4271
Kepler-447 b,Kepler-447,1,7.79430132,,268.041,435.41
HD 205739 b,HD 205739,1,279.8,,92.5087,435.41
HD 19994 b,HD 19994,1,466.2,,22.5242,435.41
XO-2 S c,XO-2 S,3,120.8,,151.398,435.409
WASP-97 b,WASP-97,1,2.07276,,151.068,432.2488
BD+45 564 b,BD+45 564,1,307.88,,53.622,432.24663
Kepler-28 c,Kepler-28,2,8.9858,,438.359,432.23
HAT-P-50 b,HAT-P-50,1,3.1220109,1862.0,515.458,429.0705
HATS-2 b,HATS-2,1,1.354133,1577.0,341.925,427.463
HD 79498 b,HD 79498,1,1807.0,,48.9489,425.8922
HAT-P-23 b,HAT-P-23,1,1.21288,,364.813,425.8922
WASP-91 b,WASP-91,1,2.798581,1160.0,149.942,425.8922
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,,,6500.0,425.89007
NGTS-6 b,NGTS-6,1,0.882059,1284.0,308.262,425.57437
HATS-17 b,HATS-17,1,16.254611,814.0,400.331,425.25654
HD 141399 c,HD 141399,4,201.99,,37.0169,422.7139
HD 149143 b,HD 149143,1,4.07182,,73.2801,422.7139
HATS-4 b,HATS-4,1,2.516729,1315.0,416.459,420.471
HAT-P-6 b,HAT-P-6,1,3.85298,,275.358,419.5356
KELT-17 b,KELT-17,1,3.0801716,2087.0,226.5,416.3573
8 UMi b,8 UMi,1,93.4,,162.552,416.3573
HIP 14810 c,HIP 14810,3,147.747,,50.48,416.3573
KELT-15 b,KELT-15,1,3.32944,,324.683,416.3573
CoRoT-13 b,CoRoT-13,1,4.03519,1700.0,1148.93,415.704
HD 217107 b,HD 217107,2,7.12682,,20.0619,413.179
WASP-174 b,WASP-174,1,4.2337,1490.0,410.149,413.179
HD 148427 b,HD 148427,1,331.5,,71.3499,413.179
HD 65216 b,HD 65216,2,577.6,,35.1205,411.58985
Qatar-1 b,Qatar-1,1,1.4200242,1418.0,185.615,411.27202
HATS-68 b,HATS-68,1,3.5862202,1741.0,603.955,410.0007
HD 210277 b,HD 210277,1,442.19,,21.2985,410.0007
KELT-14 b,KELT-14,1,1.7100566,1970.0,250.121,408.09372
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,,,6300.0,407.0
HAT-P-8 b,HAT-P-8,1,3.07634,,211.553,406.8224
WASP-104 b,WASP-104,1,1.7554137,1516.0,185.932,404.263
WASP-64 b,WASP-64,1,1.5732918,1689.0,369.926,403.945
HD 116029 c,HD 116029,2,907.0,,123.245,403.6441
HD 96063 b,HD 96063,1,362.5,,140.065,403.6441
Kepler-428 b,Kepler-428,1,3.52563254,1070.0,686.284,403.63
WASP-85 A b,WASP-85 A,1,2.6556777,1452.0,141.887,402.05495
HD 94834 b,HD 94834,1,1576.0,,98.1609,400.4658
WASP-100 b,WASP-100,1,2.84938,,364.411,400.4658
HD 95089 b,HD 95089,2,464.4,,136.957,400.4658
OGLE-TR-113 b,OGLE-TR-113,1,1.4324752,,566.459,400.449
HD 216435 b,HD 216435,1,1311.0,,32.9834,400.4
WASP-47 c,WASP-47,4,588.5,,264.78,398.2
HD 20868 b,HD 20868,1,380.85001,,47.7223,397.2875
HD 142 b,HD 142,2,349.7,,26.1853,397.27
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1,,,6120.0,397.0
WASP-16 b,WASP-16,1,3.1186,,194.134,394.1092
WASP-24 b,WASP-24,1,2.34121,,322.114,394.1092
K2-237 b,K2-237,1,2.1805577,1838.0,314.995,392.83788
TOI-677 b,TOI-677,1,11.2366,1252.0,141.812,392.83788
WASP-130 b,WASP-130,1,11.55098,833.0,172.256,390.9309
WASP-119 b,WASP-119,1,2.49979,1600.0,302.448,390.9309
HD 148164 b,HD 148164,2,328.55,,77.1971,390.9309
HD 99706 b,HD 99706,2,841.0,,146.6,390.9309
HATS-35 b,HATS-35,1,1.8209993,2037.0,514.555,388.38826
HD 30562 b,HD 30562,1,1157.0,,26.1597,387.7526
WASP-138 b,WASP-138,1,3.634433,1590.0,414.234,387.7526
TOI-163 b,TOI-163,1,4.231306,1669.0,411.719,387.7526
HD 200964 c,HD 200964,2,852.5,,72.5922,385.84562
HD 147513 b,HD 147513,1,528.4,,12.9032,385.0
HD 143105 b,HD 143105,1,2.1974,,46.7789,384.5743
HD 52265 b,HD 52265,1,119.27,,29.9803,384.5743
PSR J1719-1438 b,PSR J1719-1438,1,0.09070629,,1200.0,382.8
TOI-837 b,TOI-837,1,8.3248762,,142.488,381.396
HATS-33 b,HATS-33,1,2.5495551,1429.0,248.46,378.85336
HAT-P-41 b,HAT-P-41,1,2.69405,,348.185,378.2177
Qatar-9 b,Qatar-9,1,1.540731,1134.0,213.771,378.2177
XO-5 b,XO-5,1,4.1877558,1230.0,276.211,378.2
WASP-4 b,WASP-4,1,1.33823147,,267.206,376.94638
WASP-121 b,WASP-121,1,1.2749255,2358.0,269.898,375.99289
KELT-18 b,KELT-18,1,2.8717518,2085.0,321.376,375.0394
HD 141399 d,HD 141399,4,1069.8,,37.0169,375.0394
TOI-157 b,TOI-157,1,2.0845435,1588.0,355.683,375.0394
OGLE-TR-132 b,OGLE-TR-132,1,1.689868,2013.0,2012.62,375.02
HD 2685 b,HD 2685,1,4.12688,2061.0,196.852,371.8611
WASP-82 b,WASP-82,1,2.70579,,275.664,371.8611
HAT-P-37 b,HAT-P-37,1,2.797436,1271.0,390.594,371.528
WASP-133 b,WASP-133,1,2.176423,1790.0,559.084,368.6828
HD 28254 b,HD 28254,1,1116.0,,55.2884,368.67
HD 130322 b,HD 130322,1,10.70871,,31.8766,365.49
WASP-47 b,WASP-47,4,4.1591289,,264.78,363.1
HD 96992 b,HD 96992,1,514.0,,396.082,362.3262
HD 114386 b,HD 114386,1,937.70001,,27.9243,362.3262
HD 189733 b,HD 189733,1,2.21857567,,19.7638,359.1479
HD 231701 b,HD 231701,1,141.63,,108.877,359.1479
HD 159243 b,HD 159243,2,12.62,,73.3055,359.13
HD 14787 b,HD 14787,1,676.6,,119.137,356.28743
WTS-2 b,WTS-2,1,1.0187068,2000.0,,355.9696
HD 220689 b,HD 220689,1,2266.4,,46.8778,355.33394
HD 73534 b,HD 73534,1,1750.0,,83.3321,353.42696
WASP-78 b,WASP-78,1,2.17518,,754.258,352.7913
HD 9174 b,HD 9174,1,1179.0,,81.4893,352.7913
BD+15 2940 b,BD+15 2940,1,137.48,,426.42,352.78
CoRoT-19 b,CoRoT-19,1,3.89713,2000.0,790.663,352.78
KOI-12 b,KOI-12,2,17.855182,,399.398,349.613
Kepler-418 b,Kepler-418,1,86.67856,,1002.53,349.61125
HD 114783 b,HD 114783,2,493.7,,21.0628,349.6
KPS-1 b,KPS-1,1,1.706291,1459.0,262.706,346.4347
